Title,Location,Price,Size,Listing_Type
61 m2 1 Bedroom Apartments for Sale in Muscat Azaiba,", Azaiba, 991119XX","24,500 OMR",61.0,for sale
مطعم و مقهى لبناني كامل التجهيزات في موقع مميز في شارع الخوض شغال بمدخول جيد للبيع بسبب عدم التفرغ .,", Al Khoud, 982346XX","25,000 OMR",135.0,for sale
335 m2 5 Bedrooms Townhouse for Sale in Al Batinah Rustaq,", Rustaq, 991135XX","69,500 OMR",335.0,for sale
Commercial Land for Sale in Muscat Amerat,", Amerat, 970008XX","21,500 OMR",150.0,for sale
2BHK للبيع شقة في الموالح  تشطيب فندقي  بأقساط بدون فوائد,", Al Mawaleh, 992226XX","37,600 OMR",103.0,for sale
66 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 711009XX","30,000 OMR",66.0,for sale
102 m2 3 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 990134XX","46,500 OMR",102.0,for sale
138 m2 2 Bedrooms Apartments for Sale in Muscat Al Khuwair,", Al Khuwair, 994744XX","79,900 OMR",138.0,for sale
86 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","142,500 OMR",86.0,for sale
82 m2 2 Bedrooms Apartments for Sale in Muscat Ghala,", Ghala, 933322XX","33,000 OMR",82.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Ghala,", Ghala, 920658XX","55,000 OMR",100.0,for sale
Commercial Land for Sale in Al Batinah Barka,", Barka, 933883XX","37,000 OMR",150.0,for sale
63 m2 1 Bedroom Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 992226XX","25,000 OMR",63.0,for sale
65 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 955000XX","26,000 OMR",65.0,for sale
155 m2 4 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 927000XX","39,000 OMR",155.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 995363XX","20,500 OMR",150.0,for sale
108 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, Call","53,000 OMR",108.0,for sale
65 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 722000XX","26,000 OMR",65.0,for sale
محل للبيع-بوشر (شارع المها) مؤجر بعائد 7%,", Bosher, 952096XX","66,500 OMR",49.0,for sale
503 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 969339XX","155,000 OMR",503.0,for sale
"Flat Apartment Maabelah South Al Noor st, Ground Floor 136sq",", Al Maabilah, 959578XX","37,000 OMR",136.0,for sale
Residential Land for Sale in Dhofar Salala,", Salala, 925418XX","32,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 989773XX","125,000 OMR",150.0,for sale
فرصتك الذهبية! محل للبيع بسعر مغري في موقع استراتيجي- المعبيلة,", Al Maabilah, 933322XX","16,500 OMR",52.0,for sale
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 989773XX","115,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 953065XX","86,000 OMR",150.0,for sale
422 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 955553XX","80,000 OMR",422.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 953100XX","7,900 OMR",150.0,for sale
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 989773XX","125,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Ghala,", Ghala, 955444XX","240,000 OMR",150.0,for sale
111 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,", Salala, 726700XX","61,050 OMR",111.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 996662XX","65,000 OMR",150.0,for sale
Industrial Land for Sale in Muscat Quriyat,", Quriyat, 980802XX","40,000 OMR",150.0,for sale
132 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 967727XX","31,000 OMR",132.0,for sale
Residential Land for Sale in Muscat Al Khuwair,", Al Khuwair, 977788XX","300,000 OMR",150.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 921022XX","38,000 OMR",150.0,for sale
112 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,", Salala, 726700XX","67,760 OMR",112.0,for sale
61 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 933322XX","24,500 OMR",61.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 926568XX","13,900 OMR",150.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,for sale
120 m2 Studio Townhouse for Sale in Al Batinah Saham,", Saham, 952286XX","26,000 OMR",120.0,for sale
122 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 725372XX","39,500 OMR",122.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 969666XX","7,900 OMR",150.0,for sale
Commercial Land for Sale in Muscat Amerat,", Amerat, 926568XX","49,500 OMR",150.0,for sale
For sale at Muscat hills 2 bedrooms apartment 135 Sqm ready to move,", Muscat Hills, 725372XX","97,000 OMR",135.0,for sale
138 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 725372XX","52,500 OMR",138.0,for sale
محل للبيع في المعبيلة مساحة 27.5 قريب من مطعم الشيف السعودي ومول مسقط بالاقساط علي 30 شهر,", Al Maabilah, 725372XX","23,000 OMR",27.0,for sale
Residential Land for Sale in Al Sharqiya Al Kamil and Al Waafi,", Al Kamil and Al Waafi, 927279XX","8,500 OMR",150.0,for sale
269 m2 4 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 969339XX","58,000 OMR",269.0,for sale
Residential Land for Sale in Muscat Al-Sifah,", Al-Sifah, 784042XX","10,000 OMR",150.0,for sale
64 m2 Studio Apartments for Sale in Muscat Al-Hail,", Al-Hail, 978679XX","24,000 OMR",64.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 911195XX","15,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 951223XX","5,300 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 951223XX","11,900 OMR",150.0,for sale
147 m2 3 Bedrooms Townhouse for Sale in Muscat Ruwi,", Ruwi, 958484XX","30,000 OMR",147.0,for sale
65 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 725372XX","21,500 OMR",65.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 953065XX","19,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Misfah,", Misfah, 948889XX","25,500 OMR",150.0,for sale
106 m2 2 Bedrooms Apartments for Sale in Muscat Ghala,", Ghala, 722264XX","45,000 OMR",106.0,for sale
محل تجاري للبيع في موقع مميز وفرصة استثمارية عالية وفريدة في مرتفعات غلا,", Ghala, 722264XX","36,655 OMR",44.0,for sale
مكتب للبيع في موقع حيوي ومميز وبالقرب من كل الخدمات,", Ghala, 722264XX","48,500 OMR",97.0,for sale
"محل تجاري للبيع خلف بانوراما مول, موقع استراتيجي وعائد استثماري عالي وفرصة مميزة لا تدع الفرصة تفوتك",", Ghubrah, 722264XX","34,000 OMR",34.0,for sale
محلات للبيع في الموالح بسعر ممتاز بالتقسيط - مشروع الزاهرة,", Seeb, 992226XX","26,000 OMR",40.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,for sale
378 m2 4 Bedrooms Villa for Sale in Muscat Qurm,", Qurm, 725372XX","155,000 OMR",378.0,for sale
112 m2 3 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 911175XX","35,000 OMR",112.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,for sale
350 m2 5 Bedrooms Villa for Sale in Muscat Al Mawaleh,", Al Mawaleh, 949031XX","96,900 OMR",350.0,for sale
صالون وبوتيك مندمجين للبيع,", Bahla, 998645XX","11,500 OMR",200.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,for sale
61 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 955553XX","18,000 OMR",61.0,for sale
53 m2 1 Bedroom Apartments for Sale in Muscat Madinat As Sultan Qaboos,", Madinat As Sultan Qaboos, 955553XX","38,000 OMR",53.0,for sale
57000 m2 2 Bedrooms Apartments for Sale in Muscat Madinat As Sultan Qaboos,", Madinat As Sultan Qaboos, 955553XX","57,000 OMR",57000.0,for sale
Commercial Land for Sale in Al Batinah Al Rumais,", Al Rumais, 995363XX","125,000 OMR",150.0,for sale
54 m2 1 Bedroom Apartments for Sale in Muscat Madinat As Sultan Qaboos,", Madinat As Sultan Qaboos, 955553XX","38,000 OMR",54.0,for sale
محل للبيع في المعبيله 5 دقايق من نستو ومسقط قريب مطعم الشيف السعودي مول اقساط مرنه مدة 30 شهر,", Al Maabilah, 955553XX","21,500 OMR",25.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Seeb,", Seeb, 913109XX","24,400 OMR",58.0,for sale
"1, 2 and 3 Bedrooms Luxury Apartments For Sale in Muscat, luxury apartment for sale in mutrah,",", Yiti, 784446XX","85,000 OMR",17354.0,for sale
Residential Land for Sale in Muscat Ansab,", Ansab, 953065XX","136,000 OMR",150.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Muscat Hills,", Muscat Hills, 913109XX","24,400 OMR",58.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 995786XX","6,900 OMR",150.0,for sale
"Luxurious 4-Bedroom Villa, Air BNB Approved, Lifetime Residency, Easy Bank Account Setup.",", Qurm, 944477XX","175,000 OMR",159.0,for sale
Mixed Use Land for Sale in Muscat Seeb,", Seeb, 955553XX","500,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 955444XX","7,000 OMR",150.0,for sale
Exclusive Beachfront Villa in Jebel Sifah فيلا فاخرة على البحر في جبل سيفة,", Al-Sifah, 919595XX","205,000 OMR",129.0,for sale
428 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","517,000 OMR",428.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,for sale
Commercial Land for Sale in Muscat Seeb,", Seeb, 993358XX","119,000 OMR",150.0,for sale
67 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 938800XX","26,500 OMR",67.0,for sale
102 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 954205XX","46,500 OMR",102.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 995786XX","8,200 OMR",150.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",58.0,for sale
67 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 998915XX","29,000 OMR",67.0,for sale
Residential Land for Sale in Al Dakhiliya Bidbid,", Bidbid, 995786XX","42,500 OMR",150.0,for sale
NEW VILLA FOR SALE,", Al Maabilah, 975644XX","83,000 OMR",401.0,for sale
56 m2 1 Bedroom Apartments for Sale in Muscat Al-Hail,", Al-Hail, 980242XX","22,000 OMR",56.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 949439XX","450,000 OMR",150.0,for sale
24400 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 913109XX","24,400 OMR",24400.0,for sale
402 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 715050XX","88,000 OMR",402.0,for sale
272 m2 4 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 996722XX","72,000 OMR",272.0,for sale
67 m2 Studio Apartments for Sale in Muscat Azaiba,", Azaiba, 980242XX","25,000 OMR",67.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 998882XX","12,300 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 994280XX","16,000 OMR",150.0,for sale
399 m2 4 Bedrooms Villa for Sale in Muscat Qurm,", Qurm, 969317XX","160,000 OMR",399.0,for sale
340 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 959982XX","84,000 OMR",340.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 992510XX","7,900 OMR",150.0,for sale
محل للبيع في منطقة الانصب جنب شارع مسقط السريع,", Ansab, 944584XX","32,000 OMR",40.0,for sale
فرصة استثمارية  _ Workshop (store) ورشة صناعية مستودع_في الرسيل الصناعية _ ملكية خاصة و ليس انتفاع,", Rusail, 928133XX","100,000 OMR",265.0,for sale
محلين ( تصلح كمكتب)  للبيع _واجهة على الشارع السريع_ في ابراج المهلب في الانصب,", Ansab, 928133XX","36,000 OMR",38.0,for sale
Farm Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 990455XX","100,000 OMR",150.0,for sale
301 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 934006XX","62,500 OMR",301.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 934006XX","13,900 OMR",150.0,for sale
SHOP FOR SALE/محل تشغيل للبيع,", Ghala, 791927XX","16,500 OMR",66.0,for sale
64 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 771350XX","29,000 OMR",64.0,for sale
98 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 994744XX","48,000 OMR",98.0,for sale
84 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 911175XX","30,000 OMR",84.0,for sale
66 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 922921XX","28,200 OMR",66.0,for sale
191 m2 3 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 950660XX","42,000 OMR",191.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 970041XX","19,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 926926XX","45,000 OMR",150.0,for sale
Residential Land for Sale in Dhofar Taqah,", Taqah, 929177XX","9,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 966366XX","17,000 OMR",150.0,for sale
381 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 997807XX","95,000 OMR",381.0,for sale
Residential Land for Sale in Al Batinah Al Khaboura,", Al Khaboura, 996312XX","3,500 OMR",150.0,for sale
109 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","93,000 OMR",109.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 953620XX","10,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 992510XX","13,500 OMR",150.0,for sale
محل مؤجر للبيع / الموالح,", Al Mawaleh, 953889XX","69,500 OMR",53.0,for sale
More than 6 bedrooms Farms for Sale in Al Batinah Barka,", Barka, 958503XX","188,000 OMR",550.0,for sale
Mixed Use Land for Sale in Al Batinah Suwaiq,", Suwaiq, 993224XX","80,000 OMR",150.0,for sale
292 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 959598XX","48,000 OMR",292.0,for sale
"DI مخطط واحة الرميس, مخطط استثماري قريب الشارع العام",", Barka, 977922XX","10,000 OMR",150.0,for sale
DI ارض سكنية صالحة للاستثمار شمال الرميس,", Barka, 977922XX","22,000 OMR",150.0,for sale
واخيراً أقوى سوق تجاري في السلطنة تملك محلك التجاري مع محمد الرواحي بدون فوائد واقساط 30 شهر,", Seeb, 771110XX","29,406 OMR",30.0,for sale
For sale at Muscat hills 2 bedrooms apartment 135Sqm ready to move for life time Oman residency,", Muscat Hills, 982521XX","97,000 OMR",135.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 944111XX","27,000 OMR",150.0,for sale
DI ارض سكنية مناسبة للاستثمار في العقير,", Barka, 977922XX","11,000 OMR",150.0,for sale
32 m2 Studio Apartments for Sale in Muscat Halban,", Halban, 943336XX","7,800 OMR",32.0,for sale
260 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 938544XX","73,000 OMR",260.0,for sale
DI ارض سكنية ممتازة للاستثمار جنوب الهرم,", Barka, 977922XX","23,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 933814XX","250,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Quriyat,", Quriyat, 726131XX","12,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","28,000 OMR",150.0,for sale
DI ارض سكنية جنوب الشخاخيط صالحة للاستثمار,", Barka, 977922XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 970008XX","46,000 OMR",150.0,for sale
تملك محلك على اول خط شارع السلطان قابوس في أكبر سوق تجاري فؤ عمان بدون فوائد,", Bosher, 771110XX","29,406 OMR",30.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 970008XX","2,600 OMR",150.0,for sale
DI ارضين شبك شمال الرميس قريب طريق الباطنة الساحلي,", Barka, 977922XX","44,000 OMR",150.0,for sale
مكتب للبيع شبه جاهز في موقع حيوي وارقى التشطيبات و المميزات  وعائد شهري مضمون,", Ghala, 977542XX","31,000 OMR",63.0,for sale
96 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 946923XX","200,000 OMR",96.0,for sale
60 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 955999XX","27,000 OMR",60.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 969666XX","20,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 970008XX","27,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Sohar,", Sohar, 978839XX","6,600 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 944111XX","20,500 OMR",150.0,for sale
محلات تجارية ف منطقة حيوية جدا,", Al Khoud, 938800XX","25,000 OMR",31.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 970008XX","8,500 OMR",150.0,for sale
MANUAL BAKERY FOR SALE,", Al Maabilah, 961747XX","1,400 OMR",25.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 940015XX","35,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 929015XX","11,110 OMR",150.0,for sale
80 m2 1 Bedroom Apartments for Sale in Muscat Other,", Other, 911557XX","92,000 OMR",80.0,for sale
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 957351XX","95,000 OMR",150.0,for sale
60 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 770009XX","26,000 OMR",60.0,for sale
300 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,", Bosher, 773473XX","146,000 OMR",300.0,for sale
بالاقساط علي 9 سنوات تملك محلك في أول مول في مسقط هيلز بدون فوائد!!!,", Muscat Hills, 773473XX","39,750 OMR",15.0,for sale
59 m2 1 Bedroom Apartments for Sale in Muscat Azaiba,", Azaiba, 773473XX","29,500 OMR",59.0,for sale
فرصة استثمارية مكاتب ومحلات باقساط ممدده لمدة 10 سنوات وبموقع مميز في قلب بوشر!!!!,", Bosher, 773473XX","22,500 OMR",50.0,for sale
